"Rank","Team","Record","Points","PreviousPrev","year","poll","week"
20,"Stanford","5-2",367,"22",2017,"Coaches","2017-10-22"
21,"USC","6-2",321,"10",2017,"Coaches","2017-10-22"
22,"West Virginia","5-2",211,"23",2017,"Coaches","2017-10-22"
23,"LSU","6-2",178,"25",2017,"Coaches","2017-10-22"
24,"Texas A&M","5-2",151,"24",2017,"Coaches","2017-10-22"
25,"Michigan","5-2",121,"15",2017,"Coaches","2017-10-22"
1,"Alabama (61)","7-0",1525,"1",2017,"AP","2017-10-15"
2,"Penn State","6-0",1432,"3",2017,"AP","2017-10-15"
3,"Georgia","7-0",1417,"4",2017,"AP","2017-10-15"
4,"TCU","6-0",1322,"6",2017,"AP","2017-10-15"
5,"Wisconsin","6-0",1241,"7",2017,"AP","2017-10-15"
6,"Ohio State","6-1",1184,"9",2017,"AP","2017-10-15"
7,"Clemson","6-1",1117,"2",2017,"AP","2017-10-15"
8,"Miami","5-0",1109,"11",2017,"AP","2017-10-15"
9,"Oklahoma","5-1",1066,"12",2017,"AP","2017-10-15"
10,"Oklahoma State","5-1",900,"14",2017,"AP","2017-10-15"
11,"USC","6-1",886,"13",2017,"AP","2017-10-15"
12,"Washington","6-1",811,"5",2017,"AP","2017-10-15"
13,"Notre Dame","5-1",798,"16",2017,"AP","2017-10-15"
14,"Virginia Tech","5-1",727,"15",2017,"AP","2017-10-15"
15,"Washington State","6-1",578,"8",2017,"AP","2017-10-15"
16,"North Carolina State","6-1",573,"20",2017,"AP","2017-10-15"
16,"South Florida","6-0",573,"18",2017,"AP","2017-10-15"
18,"Michigan State","5-1",563,"21",2017,"AP","2017-10-15"
19,"Michigan","5-1",558,"17",2017,"AP","2017-10-15"
20,"UCF","5-0",387,"22",2017,"AP","2017-10-15"
21,"Auburn","5-2",303,"10",2017,"AP","2017-10-15"
22,"Stanford","5-2",274,"23",2017,"AP","2017-10-15"
23,"West Virginia","4-2",157,"NR",2017,"AP","2017-10-15"
24,"LSU","5-2",108,"NR",2017,"AP","2017-10-15"
25,"Memphis","5-1",62,"NR",2017,"AP","2017-10-15"
1,"Alabama (63)","7-0",1575,"1",2017,"Coaches","2017-10-15"
2,"Penn State","6-0",1483,"3",2017,"Coaches","2017-10-15"
3,"Georgia","7-0",1450,"5",2017,"Coaches","2017-10-15"
4,"TCU","6-0",1345,"7",2017,"Coaches","2017-10-15"
5,"Wisconsin","6-0",1338,"6",2017,"Coaches","2017-10-15"
6,"Ohio State","6-1",1243,"8",2017,"Coaches","2017-10-15"
7,"Miami","5-0",1144,"10",2017,"Coaches","2017-10-15"
8,"Clemson","6-1",1106,"2",2017,"Coaches","2017-10-15"
9,"Oklahoma","5-1",1079,"12",2017,"Coaches","2017-10-15"
10,"USC","6-1",930,"13",2017,"Coaches","2017-10-15"
11,"Oklahoma State","5-1",917,"14",2017,"Coaches","2017-10-15"
12,"Washington","6-1",914,"4",2017,"Coaches","2017-10-15"
13,"South Florida","6-0",716,"15",2017,"Coaches","2017-10-15"
14,"Virginia Tech","5-1",701,"17",2017,"Coaches","2017-10-15"
15,"Michigan","5-1",657,"16",2017,"Coaches","2017-10-15"
16,"Notre Dame","5-1",614,"19",2017,"Coaches","2017-10-15"
17,"North Carolina State","6-1",573,"20",2017,"Coaches","2017-10-15"
18,"Washington State","6-1",564,"9",2017,"Coaches","2017-10-15"
19,"Michigan State","5-1",469,"22",2017,"Coaches","2017-10-15"
20,"UCF","5-0",439,"21",2017,"Coaches","2017-10-15"
21,"Auburn","5-2",354,"11",2017,"Coaches","2017-10-15"
22,"Stanford","5-2",286,"25",2017,"Coaches","2017-10-15"
23,"West Virginia","4-2",144,"NR",2017,"Coaches","2017-10-15"
24,"Texas A&M","5-2",94,"NR",2017,"Coaches","2017-10-15"
25,"LSU","5-2",80,"NR",2017,"Coaches","2017-10-15"
1,"Alabama (43)","6-0",1507,"1",2017,"AP","2017-10-08"
2,"Clemson (18)","6-0",1481,"2",2017,"AP","2017-10-08"
3,"Penn State","6-0",1370,"4",2017,"AP","2017-10-08"
4,"Georgia","6-0",1327,"5",2017,"AP","2017-10-08"
5,"Washington","6-0",1284,"6",2017,"AP","2017-10-08"
6,"TCU","5-0",1192,"8",2017,"AP","2017-10-08"
7,"Wisconsin","5-0",1127,"9",2017,"AP","2017-10-08"
8,"Washington State","6-0",1094,"11",2017,"AP","2017-10-08"
9,"Ohio State","5-1",1051,"10",2017,"AP","2017-10-08"
10,"Auburn","5-1",914,"12",2017,"AP","2017-10-08"
11,"Miami","4-0",908,"13",2017,"AP","2017-10-08"
12,"Oklahoma","4-1",851,"3",2017,"AP","2017-10-08"
13,"USC","5-1",795,"14",2017,"AP","2017-10-08"
14,"Oklahoma State","4-1",712,"15",2017,"AP","2017-10-08"
15,"Virginia Tech","5-1",617,"16",2017,"AP","2017-10-08"
16,"Notre Dame","5-1",583,"21",2017,"AP","2017-10-08"
17,"Michigan","4-1",524,"7",2017,"AP","2017-10-08"
18,"South Florida","5-0",482,"18",2017,"AP","2017-10-08"
19,"San Diego State","6-0",465,"19",2017,"AP","2017-10-08"
20,"North Carolina State","5-1",421,"24",2017,"AP","2017-10-08"
21,"Michigan State","4-1",416,"NR",2017,"AP","2017-10-08"
22,"UCF","4-0",274,"25",2017,"AP","2017-10-08"
23,"Stanford","4-2",109,"NR",2017,"AP","2017-10-08"
24,"Texas Tech","4-1",105,"NR",2017,"AP","2017-10-08"
25,"Navy","5-0",74,"NR",2017,"AP","2017-10-08"
1,"Alabama (57)","6-0",1617,"1",2017,"Coaches","2017-10-08"
2,"Clemson (8)","6-0",1568,"2",2017,"Coaches","2017-10-08"
3,"Penn State","6-0",1454,"4",2017,"Coaches","2017-10-08"
4,"Washington","6-0",1404,"5",2017,"Coaches","2017-10-08"
5,"Georgia","6-0",1380,"6",2017,"Coaches","2017-10-08"
6,"Wisconsin","5-0",1243,"8",2017,"Coaches","2017-10-08"
7,"TCU","5-0",1229,"10",2017,"Coaches","2017-10-08"
8,"Ohio State","5-1",1146,"9",2017,"Coaches","2017-10-08"
9,"Washington State","6-0",1117,"11",2017,"Coaches","2017-10-08"
10,"Miami","4-0",1003,"12",2017,"Coaches","2017-10-08"
11,"Auburn","5-1",941,"13",2017,"Coaches","2017-10-08"
12,"Oklahoma","4-1",919,"3",2017,"Coaches","2017-10-08"
13,"USC","5-1",818,"15",2017,"Coaches","2017-10-08"
14,"Oklahoma State","4-1",788,"14",2017,"Coaches","2017-10-08"
15,"South Florida","5-0",622,"16",2017,"Coaches","2017-10-08"
16,"Michigan","4-1",612,"7",2017,"Coaches","2017-10-08"
17,"Virginia Tech","5-1",599,"19",2017,"Coaches","2017-10-08"
18,"San Diego State","6-0",516,"21",2017,"Coaches","2017-10-08"
19,"Notre Dame","5-1",498,"22",2017,"Coaches","2017-10-08"
20,"North Carolina State","5-1",455,"24",2017,"Coaches","2017-10-08"
21,"UCF","4-0",273,"25",2017,"Coaches","2017-10-08"
22,"Michigan State","4-1",261,"NR",2017,"Coaches","2017-10-08"
23,"Utah","4-1",122,"18",2017,"Coaches","2017-10-08"
24,"Navy","5-0",110,"NR",2017,"Coaches","2017-10-08"
25,"Stanford","4-2",107,"NR",2017,"Coaches","2017-10-08"
1,"Alabama (44)","5-0",1506,"1",2017,"AP","2017-10-01"
2,"Clemson (17)","5-0",1475,"2",2017,"AP","2017-10-01"
3,"Oklahoma","4-0",1392,"3",2017,"AP","2017-10-01"
4,"Penn State","5-0",1325,"4",2017,"AP","2017-10-01"
5,"Georgia","5-0",1237,"7",2017,"AP","2017-10-01"
6,"Washington","5-0",1218,"6",2017,"AP","2017-10-01"
7,"Michigan","4-0",1115,"8",2017,"AP","2017-10-01"
8,"TCU","4-0",1079,"9",2017,"AP","2017-10-01"
9,"Wisconsin","4-0",1028,"10",2017,"AP","2017-10-01"
10,"Ohio State","4-1",1016,"11",2017,"AP","2017-10-01"
11,"Washington State","5-0",980,"16",2017,"AP","2017-10-01"
12,"Auburn","4-1",802,"13",2017,"AP","2017-10-01"
13,"Miami","3-0",782,"14",2017,"AP","2017-10-01"
14,"USC","4-1",713,"5",2017,"AP","2017-10-01"
15,"Oklahoma State","4-1",664,"15",2017,"AP","2017-10-01"
16,"Virginia Tech","4-1",549,"12",2017,"AP","2017-10-01"
17,"Louisville","4-1",507,"17",2017,"AP","2017-10-01"
18,"South Florida","5-0",440,"18",2017,"AP","2017-10-01"
19,"San Diego State","5-0",373,"19",2017,"AP","2017-10-01"
20,"Utah","4-0",358,"20",2017,"AP","2017-10-01"
21,"Florida","3-1",349,"21",2017,"AP","2017-10-01"
21,"Notre Dame","4-1",349,"22",2017,"AP","2017-10-01"
23,"West Virginia","3-1",221,"23",2017,"AP","2017-10-01"
24,"North Carolina State","4-1",149,"NR",2017,"AP","2017-10-01"
25,"UCF","3-0",120,"NR",2017,"AP","2017-10-01"
1,"Alabama (58)","5-0",1593,"1",2017,"Coaches","2017-10-01"
2,"Clemson (6)","5-0",1537,"2",2017,"Coaches","2017-10-01"
3,"Oklahoma","4-0",1460,"3",2017,"Coaches","2017-10-01"
4,"Penn State","5-0",1379,"4",2017,"Coaches","2017-10-01"
5,"Washington","5-0",1330,"6",2017,"Coaches","2017-10-01"
6,"Georgia","5-0",1244,"8",2017,"Coaches","2017-10-01"
7,"Michigan","4-0",1203,"7",2017,"Coaches","2017-10-01"
8,"Wisconsin","4-0",1099,"10",2017,"Coaches","2017-10-01"
9,"Ohio State","4-1",1091,"9",2017,"Coaches","2017-10-01"
10,"TCU","4-0",1057,"11",2017,"Coaches","2017-10-01"
11,"Washington State","5-0",936,"16",2017,"Coaches","2017-10-01"
12,"Miami","3-0",850,"13",2017,"Coaches","2017-10-01"
13,"Auburn","4-1",782,"15",2017,"Coaches","2017-10-01"
14,"Oklahoma State","4-1",756,"14",2017,"Coaches","2017-10-01"
15,"USC","4-1",745,"5",2017,"Coaches","2017-10-01"
16,"South Florida","5-0",562,"17",2017,"Coaches","2017-10-01"
17,"Louisville","4-1",550,"18",2017,"Coaches","2017-10-01"
18,"Utah","4-0",503,"19",2017,"Coaches","2017-10-01"
19,"Virginia Tech","4-1",455,"12",2017,"Coaches","2017-10-01"
20,"Florida","3-1",382,"20",2017,"Coaches","2017-10-01"
21,"San Diego State","5-0",371,"21",2017,"Coaches","2017-10-01"
22,"Notre Dame","4-1",241,"NR",2017,"Coaches","2017-10-01"
23,"West Virginia","3-1",239,"23",2017,"Coaches","2017-10-01"
24,"North Carolina State","4-1",127,"NR",2017,"Coaches","2017-10-01"
25,"UCF","3-0",60,"NR",2017,"Coaches","2017-10-01"
1,"Alabama (52)","4-0",1515,"1",2017,"AP","2017-09-24"
2,"Clemson (8)","4-0",1458,"2",2017,"AP","2017-09-24"
3,"Oklahoma (1)","4-0",1397,"3",2017,"AP","2017-09-24"
4,"Penn State","4-0",1304,"4",2017,"AP","2017-09-24"
5,"USC","4-0",1247,"5",2017,"AP","2017-09-24"
6,"Washington","4-0",1188,"7",2017,"AP","2017-09-24"
7,"Georgia","4-0",1136,"11",2017,"AP","2017-09-24"
8,"Michigan","4-0",1088,"8",2017,"AP","2017-09-24"
9,"TCU","4-0",1028,"16",2017,"AP","2017-09-24"
10,"Wisconsin","3-0",1023,"9",2017,"AP","2017-09-24"
11,"Ohio State","3-1",1016,"10",2017,"AP","2017-09-24"
12,"Virginia Tech","4-0",828,"13",2017,"AP","2017-09-24"
13,"Auburn","3-1",701,"15",2017,"AP","2017-09-24"
14,"Miami","2-0",693,"14",2017,"AP","2017-09-24"
15,"Oklahoma State","3-1",665,"6",2017,"AP","2017-09-24"
16,"Washington State","4-0",551,"18",2017,"AP","2017-09-24"
17,"Louisville","3-1",502,"19",2017,"AP","2017-09-24"
18,"South Florida","4-0",406,"21",2017,"AP","2017-09-24"
19,"San Diego State","4-0",365,"22",2017,"AP","2017-09-24"
20,"Utah","4-0",356,"23",2017,"AP","2017-09-24"
21,"Florida","2-1",342,"20",2017,"AP","2017-09-24"
22,"Notre Dame","3-1",246,"NR",2017,"AP","2017-09-24"
23,"West Virginia","3-1",212,"NR",2017,"AP","2017-09-24"
24,"Mississippi State","3-1",148,"17",2017,"AP","2017-09-24"
25,"LSU","3-1",92,"25",2017,"AP","2017-09-24"
1,"Alabama (59)","4-0",1570,"1",2017,"Coaches","2017-09-24"
2,"Clemson (4)","4-0",1499,"2",2017,"Coaches","2017-09-24"
3,"Oklahoma","4-0",1443,"3",2017,"Coaches","2017-09-24"
4,"Penn State","4-0",1328,"4",2017,"Coaches","2017-09-24"
5,"USC","4-0",1306,"5",2017,"Coaches","2017-09-24"
6,"Washington","4-0",1277,"6",2017,"Coaches","2017-09-24"
7,"Michigan","4-0",1152,"8",2017,"Coaches","2017-09-24"
8,"Georgia","4-0",1089,"12",2017,"Coaches","2017-09-24"
9,"Ohio State","3-1",1066,"9",2017,"Coaches","2017-09-24"
10,"Wisconsin","3-0",1029,"10",2017,"Coaches","2017-09-24"
11,"TCU","4-0",985,"15",2017,"Coaches","2017-09-24"
12,"Virginia Tech","4-0",877,"13",2017,"Coaches","2017-09-24"
13,"Miami","2-0",727,"14",2017,"Coaches","2017-09-24"
14,"Oklahoma State","3-1",687,"7",2017,"Coaches","2017-09-24"
15,"Auburn","3-1",664,"16",2017,"Coaches","2017-09-24"
16,"Washington State","4-0",574,"18",2017,"Coaches","2017-09-24"
17,"South Florida","4-0",522,"17",2017,"Coaches","2017-09-24"
18,"Louisville","3-1",505,"20",2017,"Coaches","2017-09-24"
19,"Utah","4-0",437,"21",2017,"Coaches","2017-09-24"
20,"Florida","2-1",345,"22",2017,"Coaches","2017-09-24"
21,"San Diego State","4-0",315,"25",2017,"Coaches","2017-09-24"
22,"LSU","3-1",221,"23",2017,"Coaches","2017-09-24"
23,"West Virginia","3-1",184,"NR",2017,"Coaches","2017-09-24"
24,"Mississippi State","3-1",132,"19",2017,"Coaches","2017-09-24"
25,"Florida State","0-2",104,"11",2017,"Coaches","2017-09-24"
1,"Alabama (45)","3-0",1504,"1",2017,"AP","2017-09-17"
2,"Clemson (15)","3-0",1446,"3",2017,"AP","2017-09-17"
3,"Oklahoma (1)","3-0",1432,"2",2017,"AP","2017-09-17"
4,"Penn State","3-0",1306,"5",2017,"AP","2017-09-17"
5,"USC","3-0",1241,"4",2017,"AP","2017-09-17"
6,"Oklahoma State","3-0",1154,"9",2017,"AP","2017-09-17"
7,"Washington","3-0",1141,"6",2017,"AP","2017-09-17"
8,"Michigan","3-0",1081,"7",2017,"AP","2017-09-17"
9,"Wisconsin","3-0",1031,"10",2017,"AP","2017-09-17"
10,"Ohio State","2-1",1015,"8",2017,"AP","2017-09-17"
11,"Georgia","3-0",940,"13",2017,"AP","2017-09-17"
12,"Florida State","0-1",922,"11",2017,"AP","2017-09-17"
13,"Virginia Tech","3-0",730,"16",2017,"AP","2017-09-17"
14,"Miami","1-0",606,"17",2017,"AP","2017-09-17"
15,"Auburn","2-1",596,"15",2017,"AP","2017-09-17"
16,"TCU","3-0",553,"20",2017,"AP","2017-09-17"
17,"Mississippi State","3-0",532,"NR",2017,"AP","2017-09-17"
18,"Washington State","3-0",419,"21",2017,"AP","2017-09-17"
19,"Louisville","2-1",356,"14",2017,"AP","2017-09-17"
20,"Florida","1-1",308,"24",2017,"AP","2017-09-17"
21,"South Florida","3-0",272,"22",2017,"AP","2017-09-17"
22,"San Diego State","3-0",201,"NR",2017,"AP","2017-09-17"
23,"Utah","3-0",194,"NR",2017,"AP","2017-09-17"
24,"Oregon","3-0",158,"NR",2017,"AP","2017-09-17"
25,"LSU","2-1",153,"12",2017,"AP","2017-09-17"
1,"Alabama (59)","3-0",1618,"1",2017,"Coaches","2017-09-17"
2,"Clemson (6)","3-0",1535,"2",2017,"Coaches","2017-09-17"
3,"Oklahoma","3-0",1505,"3",2017,"Coaches","2017-09-17"
4,"Penn State","3-0",1364,"5",2017,"Coaches","2017-09-17"
5,"USC","3-0",1348,"4",2017,"Coaches","2017-09-17"
6,"Washington","3-0",1277,"6",2017,"Coaches","2017-09-17"
7,"Oklahoma State","3-0",1219,"8",2017,"Coaches","2017-09-17"
8,"Michigan","3-0",1171,"7",2017,"Coaches","2017-09-17"
9,"Ohio State","2-1",1052,"9",2017,"Coaches","2017-09-17"
10,"Wisconsin","3-0",1032,"12",2017,"Coaches","2017-09-17"
11,"Florida State","0-1",985,"10",2017,"Coaches","2017-09-17"
12,"Georgia","3-0",978,"13",2017,"Coaches","2017-09-17"
13,"Virginia Tech","3-0",775,"16",2017,"Coaches","2017-09-17"
14,"Miami","1-0",659,"15",2017,"Coaches","2017-09-17"
15,"TCU","3-0",602,"20",2017,"Coaches","2017-09-17"
16,"Auburn","2-1",555,"17",2017,"Coaches","2017-09-17"
17,"South Florida","3-0",446,"21",2017,"Coaches","2017-09-17"
18,"Washington State","3-0",441,"22",2017,"Coaches","2017-09-17"
19,"Mississippi State","3-0",412,"NR",2017,"Coaches","2017-09-17"
20,"Louisville","2-1",382,"14",2017,"Coaches","2017-09-17"
21,"Utah","3-0",324,"24",2017,"Coaches","2017-09-17"
22,"Florida","1-1",312,"25",2017,"Coaches","2017-09-17"
23,"LSU","2-1",243,"11",2017,"Coaches","2017-09-17"
24,"Oregon","3-0",208,"NR",2017,"Coaches","2017-09-17"
25,"San Diego State","3-0",141,"NR",2017,"Coaches","2017-09-17"
1,"Alabama (58)","2-0",1522,"1",2017,"AP","2017-09-10"
2,"Oklahoma (2)","2-0",1447,"5",2017,"AP","2017-09-10"
3,"Clemson (1)","2-0",1380,"3",2017,"AP","2017-09-10"
4,"USC","2-0",1324,"6",2017,"AP","2017-09-10"
5,"Penn State","2-0",1299,"4",2017,"AP","2017-09-10"
6,"Washington","2-0",1124,"7",2017,"AP","2017-09-10"
7,"Michigan","2-0",1107,"8",2017,"AP","2017-09-10"
8,"Ohio State","1-1",1003,"2",2017,"AP","2017-09-10"
9,"Oklahoma State","2-0",1002,"11",2017,"AP","2017-09-10"
10,"Wisconsin","2-0",993,"9",2017,"AP","2017-09-10"
11,"Florida State","0-1",944,"10",2017,"AP","2017-09-10"
12,"LSU","2-0",935,"12",2017,"AP","2017-09-10"
13,"Georgia","2-0",882,"15",2017,"AP","2017-09-10"
14,"Louisville","2-0",658,"17",2017,"AP","2017-09-10"
15,"Auburn","1-1",591,"13",2017,"AP","2017-09-10"
16,"Virginia Tech","2-0",559,"18",2017,"AP","2017-09-10"
17,"Miami","1-0",542,"16",2017,"AP","2017-09-10"
18,"Kansas State","2-0",475,"19",2017,"AP","2017-09-10"
19,"Stanford","1-1",364,"14",2017,"AP","2017-09-10"
20,"TCU","2-0",352,"23",2017,"AP","2017-09-10"
21,"Washington State","2-0",233,"20",2017,"AP","2017-09-10"
22,"South Florida","2-0",188,"21",2017,"AP","2017-09-10"
23,"Tennessee","2-0",159,"25",2017,"AP","2017-09-10"
24,"Florida","0-1",146,"22",2017,"AP","2017-09-10"
25,"UCLA","2-0",119,"NR",2017,"AP","2017-09-10"
1,"Alabama (58)","2-0",1497,"1",2017,"Coaches","2017-09-10"
2,"Clemson (2)","2-0",1386,"3",2017,"Coaches","2017-09-10"
3,"Oklahoma","2-0",1385,"6",2017,"Coaches","2017-09-10"
4,"USC","2-0",1308,"5",2017,"Coaches","2017-09-10"
5,"Penn State","2-0",1256,"4",2017,"Coaches","2017-09-10"
6,"Washington","2-0",1173,"7",2017,"Coaches","2017-09-10"
7,"Michigan","2-0",1082,"8",2017,"Coaches","2017-09-10"
8,"Oklahoma State","2-0",1026,"10",2017,"Coaches","2017-09-10"
9,"Ohio State","1-1",962,"2",2017,"Coaches","2017-09-10"
10,"Florida State","0-1",926,"9",2017,"Coaches","2017-09-10"
11,"LSU","2-0",920,"12",2017,"Coaches","2017-09-10"
12,"Wisconsin","2-0",919,"11",2017,"Coaches","2017-09-10"
13,"Georgia","2-0",830,"15",2017,"Coaches","2017-09-10"
14,"Louisville","2-0",658,"16",2017,"Coaches","2017-09-10"
15,"Miami","1-0",551,"17",2017,"Coaches","2017-09-10"
16,"Virginia Tech","2-0",509,"18",2017,"Coaches","2017-09-10"
17,"Auburn","1-1",488,"13",2017,"Coaches","2017-09-10"
18,"Kansas State","2-0",487,"19",2017,"Coaches","2017-09-10"
19,"Stanford","1-1",372,"14",2017,"Coaches","2017-09-10"
20,"TCU","2-0",271,"NR",2017,"Coaches","2017-09-10"
21,"South Florida","2-0",249,"20",2017,"Coaches","2017-09-10"
22,"Washington State","2-0",244,"22",2017,"Coaches","2017-09-10"
23,"Tennessee","2-0",219,"21",2017,"Coaches","2017-09-10"
24,"Utah","2-0",182,"23",2017,"Coaches","2017-09-10"
25,"Florida","0-1",134,"24",2017,"Coaches","2017-09-10"
1,"Alabama (60)","1-0",1524,"1",2017,"AP","2017-09-05"
2,"Ohio State (1)","1-0",1445,"2",2017,"AP","2017-09-05"
3,"Clemson","1-0",1317,"5",2017,"AP","2017-09-05"
4,"Penn State","1-0",1303,"6",2017,"AP","2017-09-05"
5,"Oklahoma","1-0",1253,"7",2017,"AP","2017-09-05"
6,"USC","1-0",1224,"4",2017,"AP","2017-09-05"
7,"Washington","1-0",1083,"8",2017,"AP","2017-09-05"
8,"Michigan","1-0",1051,"11",2017,"AP","2017-09-05"
9,"Wisconsin","1-0",979,"9",2017,"AP","2017-09-05"
10,"Florida State","0-1",976,"3",2017,"AP","2017-09-05"
11,"Oklahoma State","1-0",950,"10",2017,"AP","2017-09-05"
12,"LSU","1-0",898,"13",2017,"AP","2017-09-05"
13,"Auburn","1-0",873,"12",2017,"AP","2017-09-05"
14,"Stanford","1-0",772,"14",2017,"AP","2017-09-05"
15,"Georgia","1-0",685,"15",2017,"AP","2017-09-05"
16,"Miami","1-0",537,"18",2017,"AP","2017-09-05"
17,"Louisville","1-0",529,"16",2017,"AP","2017-09-05"
18,"Virginia Tech","1-0",490,"21",2017,"AP","2017-09-05"
19,"Kansas State","1-0",398,"20",2017,"AP","2017-09-05"
20,"Washington State","1-0",216,"24",2017,"AP","2017-09-05"
21,"South Florida","2-0",207,"19",2017,"AP","2017-09-05"
22,"Florida","0-1",164,"17",2017,"AP","2017-09-05"
23,"TCU","1-0",154,"NR",2017,"AP","2017-09-05"
24,"Notre Dame","1-0",141,"NR",2017,"AP","2017-09-05"
25,"Tennessee","1-0",124,"25",2017,"AP","2017-09-05"
1,"Alabama (60)","1-0",1619,"1",2017,"Coaches","2017-09-05"
2,"Ohio State (2)","1-0",1526,"2",2017,"Coaches","2017-09-05"
3,"Clemson (3)","1-0",1466,"5",2017,"Coaches","2017-09-05"
4,"Penn State","1-0",1343,"6",2017,"Coaches","2017-09-05"
5,"USC","1-0",1338,"4",2017,"Coaches","2017-09-05"
6,"Oklahoma","1-0",1274,"8",2017,"Coaches","2017-09-05"
7,"Washington","1-0",1202,"7",2017,"Coaches","2017-09-05"
8,"Michigan","1-0",1105,"9",2017,"Coaches","2017-09-05"
9,"Florida State","0-1",1044,"3",2017,"Coaches","2017-09-05"
10,"Oklahoma State","1-0",1020,"11",2017,"Coaches","2017-09-05"
11,"Wisconsin","1-0",963,"10",2017,"Coaches","2017-09-05"
12,"LSU","1-0",941,"12",2017,"Coaches","2017-09-05"
13,"Auburn","1-0",863,"13",2017,"Coaches","2017-09-05"
14,"Stanford","1-0",839,"14",2017,"Coaches","2017-09-05"
15,"Georgia","1-0",767,"15",2017,"Coaches","2017-09-05"
16,"Louisville","1-0",574,"17",2017,"Coaches","2017-09-05"
17,"Miami","1-0",549,"18",2017,"Coaches","2017-09-05"
18,"Virginia Tech","1-0",502,"22",2017,"Coaches","2017-09-05"
19,"Kansas State","1-0",434,"19",2017,"Coaches","2017-09-05"
20,"South Florida","2-0",257,"21",2017,"Coaches","2017-09-05"
21,"Tennessee","1-0",197,"24",2017,"Coaches","2017-09-05"
22,"Washington State","1-0",192,"NR",2017,"Coaches","2017-09-05"
23,"Utah","1-0",185,"25",2017,"Coaches","2017-09-05"
24,"Florida","0-1",179,"16",2017,"Coaches","2017-09-05"
25,"Notre Dame","1-0",116,"NR",2017,"Coaches","2017-09-05"
1,"Alabama (52)","0-0",1513,"NR",2017,"AP","2017-08-21"
2,"Ohio State (3)","0-0",1414,"NR",2017,"AP","2017-08-21"
3,"Florida State (4)","0-0",1396,"NR",2017,"AP","2017-08-21"
4,"USC (2)","0-0",1325,"NR",2017,"AP","2017-08-21"
5,"Clemson","0-0",1201,"NR",2017,"AP","2017-08-21"
6,"Penn State","0-0",1196,"NR",2017,"AP","2017-08-21"
7,"Oklahoma","0-0",1170,"NR",2017,"AP","2017-08-21"
8,"Washington","0-0",1150,"NR",2017,"AP","2017-08-21"
9,"Wisconsin","0-0",926,"NR",2017,"AP","2017-08-21"
10,"Oklahoma State","0-0",889,"NR",2017,"AP","2017-08-21"
11,"Michigan","0-0",881,"NR",2017,"AP","2017-08-21"
12,"Auburn","0-0",880,"NR",2017,"AP","2017-08-21"
13,"LSU","0-0",784,"NR",2017,"AP","2017-08-21"
14,"Stanford","0-0",695,"NR",2017,"AP","2017-08-21"
15,"Georgia","0-0",690,"NR",2017,"AP","2017-08-21"
16,"Louisville","0-0",629,"NR",2017,"AP","2017-08-21"
17,"Florida","0-0",624,"NR",2017,"AP","2017-08-21"
18,"Miami","0-0",492,"NR",2017,"AP","2017-08-21"
19,"South Florida","0-0",327,"NR",2017,"AP","2017-08-21"
20,"Kansas State","0-0",317,"NR",2017,"AP","2017-08-21"
21,"Virginia Tech","0-0",240,"NR",2017,"AP","2017-08-21"
22,"West Virginia","0-0",207,"NR",2017,"AP","2017-08-21"
23,"Texas","0-0",173,"NR",2017,"AP","2017-08-21"
24,"Washington State","0-0",133,"NR",2017,"AP","2017-08-21"
25,"Tennessee","0-0",114,"NR",2017,"AP","2017-08-21"
1,"Alabama (49)","0-0",1603,"NR",2017,"Coaches","2017-08-21"
2,"Ohio State (5)","0-0",1512,"NR",2017,"Coaches","2017-08-21"
3,"Florida State (4)","0-0",1434,"NR",2017,"Coaches","2017-08-21"
4,"USC","0-0",1415,"NR",2017,"Coaches","2017-08-21"
5,"Clemson (7)","0-0",1367,"NR",2017,"Coaches","2017-08-21"
6,"Penn State","0-0",1257,"NR",2017,"Coaches","2017-08-21"
7,"Washington","0-0",1245,"NR",2017,"Coaches","2017-08-21"
8,"Oklahoma","0-0",1237,"NR",2017,"Coaches","2017-08-21"
9,"Michigan","0-0",959,"NR",2017,"Coaches","2017-08-21"
10,"Wisconsin","0-0",936,"NR",2017,"Coaches","2017-08-21"
11,"Oklahoma State","0-0",912,"NR",2017,"Coaches","2017-08-21"
12,"LSU","0-0",834,"NR",2017,"Coaches","2017-08-21"
13,"Auburn","0-0",819,"NR",2017,"Coaches","2017-08-21"
14,"Stanford","0-0",732,"NR",2017,"Coaches","2017-08-21"
15,"Georgia","0-0",701,"NR",2017,"Coaches","2017-08-21"
16,"Florida","0-0",681,"NR",2017,"Coaches","2017-08-21"
17,"Louisville","0-0",676,"NR",2017,"Coaches","2017-08-21"
18,"Miami","0-0",472,"NR",2017,"Coaches","2017-08-21"
